title,studio,lifetime_gross,year
Rush (2013),Universal,26947624,2013
Stick It,Disney,26910736,2006
One Missed Call,WB,26890041,2008
Eye for an Eye,Paramount,26877589,1996
Paulie,DreamWorks,26875268,1998
XXX: State of the Union,Sony,26873932,2005
Elizabethtown,Paramount,26850426,2005
Resident Evil: The Final Chapter,Screen Gems,26830068,2017
The Other Boleyn Girl,Sony,26814957,2008
Basic,Sony,26793311,2003
Garden State,Fox,26782316,2004
Winnie the Pooh,Disney,26692846,2011
Event Horizon,Paramount,26673242,1997
Machete,Fox,26593646,2010
An American Werewolf in Paris,Disney,26570463,1997
Harriet the Spy,Paramount,26570048,1996
Bulworth,Fox,26528185,1998
First Kid,Disney,26491793,1996
Sinbad: Legend of the Seven Seas,DreamWorks,26483452,2003
Run All Night,WB,26461644,2015
Great Expectations,Fox,26420672,1998
Street Kings,Fox,26418667,2008
One For the Money,Lionsgate,26414527,2012
Ben-Hur (2016),Paramount,26410477,2016
I.Q.,Paramount,26381221,1994
Houseguest,Disney,26325256,1995
A Walk Among the Tombstones,Universal,26307600,2014
Love the Coopers,Lionsgate,26302731,2015
Necessary Roughness,Paramount,26255594,1991
The Wrestler,Fox,26238243,2008
Blood Work,WB,26235081,2002
Ramona and Beezus,Fox,26167002,2010
The Exorcist III,Fox,26098824,1990
The Descent,Lionsgate,26024456,2006
Searching,Screen Gems,26020957,2018
The Adventures of Rocky & Bullwinkle,Universal,26005820,2000
Shutter,Fox,25928550,2008
Leap Year,Universal,25918920,2010
The Hard Way,Universal,25895485,1991
Born to Be Wild (IMAX),WB,25894678,2011
Alex Cross,Lionsgate,25888412,2012
Aeon Flux,Paramount,25874337,2005
That Thing You Do!,Fox,25857416,1996
Murder at 1600,WB,25804707,1997
Down Periscope,Fox,25785603,1996
You Again,Disney,25702053,2010
Other People's Money,WB,25682090,1991
Dance Flick,Paramount,25662155,2009
Crocodile Dundee in Los Angeles,Paramount,25635682,2001
Nancy Drew,WB,25612520,2007
Can't Hardly Wait,Sony,25605015,1998
Billy Madison,Universal,25588734,1995
The House,WB,25584504,2017
Her (2013),WB,25568251,2013
Captain Corelli's Mandolin,Universal,25543895,2001
Funny Farm,WB,25537221,1988
W.,Lionsgate,25534493,2008
Serenity,Universal,25514517,2005
The Fourth Kind,Universal,25486040,2009
"My Father, the Hero",Disney,25479558,1994
Escape From L.A.,Paramount,25477365,1996
Dark Water,Disney,25473352,2005
The International,Sony,25450527,2009
Desperado,Sony,25405445,1995
Katy Perry: Part of Me,Paramount,25326071,2012
Top Five,Paramount,25317379,2014
The Transporter,Fox,25296447,2002
Sweet November,WB,25288103,2001
Fallen,WB,25232289,1998
Alien Nation,Fox,25216243,1988
Aliens in the Attic,Fox,25200412,2009
Twisted,Paramount,25198598,2004
Don't Tell Mom the Babysitter's Dead,WB,25196249,1991
Fly Away Home,Sony,25143818,1996
Escape Plan,Lionsgate,25135965,2013
The Reaping,WB,25126214,2007
Alpha and Omega,Lionsgate,25107267,2010
Midnight in the Garden of Good & Evil,WB,25105255,1997
Problem Child 2,Universal,25104700,1991
In the Name of the Father,Universal,25096862,1993
Winchester,Lionsgate,25091816,2018
The Wood,Paramount,25059640,1999
Wyatt Earp,WB,25052000,1994
Ernest Goes to Jail,Disney,25029569,1990
In the Heart of the Sea,WB,25020758,2015
Never Back Down,Summit,24850922,2008
Quiz Show,Disney,24822619,1994
The Craft,Sony,24819936,1996
Gifted,Fox,24801212,2017
Thank You for Smoking,Fox,24793509,2006
Waking Ned Devine,Fox,24792251,1998
The Man Without a Face,WB,24760338,1993
Arlington Road,Sony,24756177,1999
Gorillas in the Mist,Universal,24720479,1988
Lottery Ticket,WB,24719879,2010
The Sweetest Thing,Sony,24718164,2002
Ghost Dad,Universal,24707633,1990
Operation Dumbo Drop,Disney,24670346,1995
Ferngully: The Last Rainforest,Fox,24650296,1992
Across the Universe,Sony,24602291,2007
Sicko,Lionsgate,24540079,2007
Downsizing,Paramount,24449754,2017
Elektra,Fox,24409722,2005
Ice Princess,Disney,24402491,2005
Dolores Claiborne,Sony,24361867,1995
Renaissance Man,Disney,24332324,1994
The Spy Next Door,Lionsgate,24307086,2010
Class Action,Fox,24277858,1991
Hoffa,Fox,24276506,1992
Bridget Jones's Baby,Universal,24252420,2016
The People Under the Stairs,Universal,24204154,1991
Hearts in Atlantis,WB,24185781,2001
Angel Eyes,WB,24174218,2001
Dead Presidents,Disney,24147179,1995
An Inconvenient Truth,Paramount,24146161,2006
The Adventures of Huck Finn,Disney,24103594,1993
Lionheart,Universal,24078196,1991
From Paris with Love,Lionsgate,24077427,2010
Virtuosity,Paramount,24047675,1995
The Life Aquatic with Steve Zissou,Disney,24020403,2004
Around the World in 80 Days,Disney,24008137,2004
Observe and Report,WB,24007324,2009
Perfect Stranger,Sony,23984949,2007
Corky Romano,Disney,23980304,2001
Tom and Huck,Disney,23920048,1995
Fast & Furious Presents: Hobbs & Shaw,Universal,23720000,2019
Good Burger,Paramount,23712993,1997
The Wicker Man,WB,23649127,2006
How to Make an American Quilt,Universal,23600020,1995
My Blue Heaven,WB,23591472,1990
The Losers,WB,23591432,2010
Kevin Hart: What Now?,Universal,23591043,2016
Eight Crazy Nights,Sony,23586598,2002
Oscar,Disney,23562716,1991
Heist,WB,23510841,2001
Boys on the Side,WB,23440188,1995
Endless Love (2014),Universal,23438250,2014
The Avengers (1998),WB,23384939,1998
The Covenant,Screen Gems,23380495,2006
Leap of Faith,Paramount,23369283,1992
Toys,Fox,23278931,1992
Kingdom Come,Fox,23249649,2001
One True Thing,Universal,23245840,1998
Sanctum,Universal,23209310,2011
Monte Carlo,Fox,23186769,2011
The Iron Giant,WB,23159305,1999
Match Point,DreamWorks,23151529,2005
Air Bud,Disney,23144499,1997
Piglet's Big Movie,Disney,23103423,2003
Fighting,Universal,23091010,2009
Stay Alive,Disney,23086480,2006
Whiskey Tango Foxtrot,Paramount,23083334,2016
Blue Chips,Paramount,23070663,1994
The Program,Disney,23032565,1993
Transcendence,WB,23022309,2014
Two for the Money,Universal,22991379,2005
Love Happens,Universal,22965110,2009
D3: The Mighty Ducks,Disney,22955097,1996
Revolutionary Road,Paramount,22911480,2008
Guilty as Sin,Disney,22866222,1993
Beloved,Disney,22852487,1998
Prime,Universal,22827153,2005
Frankie and Johnny (1991),Paramount,22773535,1991
Joe Somebody,Fox,22771646,2001
The Gallows,WB,22764410,2015
The Juror,Sony,22754725,1996
Titan A.E.,Fox,22753426,2000
Dickie Roberts: Former Child Star,Paramount,22738671,2003
Pure Luck,Universal,22641969,1991
A Dog's Journey,Universal,22546590,2019
The Black Dahlia,Universal,22545080,2006
The Incredible Burt Wonderstone,WB,22537881,2013
Babylon A.D.,Fox,22532572,2008
My Super Ex-Girlfriend,Fox,22530295,2006
Captain Ron,Disney,22518097,1992
Quest for Camelot,WB,22510798,1998
Adaptation.,Sony,22498520,2002
WAR,Lionsgate,22486409,2007
Hitman: Agent 47,Fox,22467450,2015
City by the Sea,WB,22448879,2002
License to Drive,Fox,22433275,1988
EDtv,Universal,22431897,1999
The Alamo (2004),Disney,22414961,2004
Deuce Bigalow: European Gigolo,Sony,22400154,2005
Project Almanac,Paramount,22348241,2015
My Fellow Americans,WB,22313201,1996
Two Can Play That Game,Screen Gems,22235901,2001
Hustle and Flow,Paramount,22202809,2005
An American Tail: Fievel Goes West,Universal,22166041,1991
Rough Night,Sony,22105643,2017
Dad,Universal,22103037,1989
Biker Boyz,DreamWorks,22076772,2003
Cousins,Paramount,22026369,1989
Mary Shelley's Frankenstein,Sony,22006296,1994
Joy Ride,Fox,21974919,2001
Love Don't Cost a Thing,WB,21924226,2003
Hellboy (2019),Lionsgate,21903748,2019
My Little Pony: The Movie,Lionsgate,21885107,2017
A Lot Like Love,Disney,21845719,2005
Only the Lonely,Fox,21830957,1991
The Big Wedding,Lionsgate,21819348,2013
Mr. 3000,Disney,21811187,2004
Ricochet,WB,21756163,1991
Overlord,Paramount,21704844,2018
The Quest,Universal,21686547,1996
The Rookie (1990),WB,21633874,1990
Shining Through,Fox,21633781,1992
Your Highness,Universal,21596445,2011
Consenting Adults,Disney,21591728,1992
NASCAR 3D: The IMAX Experience (IMAX),WB,21583831,2004
Bulletproof,Universal,21576954,1996
Baggage Claim,Fox,21569509,2013
He Got Game,Disney,21567853,1998
Just Wright,Fox,21540363,2010
"The Way, Way Back",Fox,21506546,2013
The Book Thief,Fox,21488481,2013
Battlefield Earth,WB,21471685,2000
Urban Legends: Final Cut,Sony,21468807,2000
Psycho (1998),Universal,21456130,1998
The Darkest Hour,Summit,21443494,2011
A Very Brady Sequel,Paramount,21440752,1996
Mr. Magoo,Disney,21437192,1997
The Adventures of Ford Fairlane,Fox,21413502,1990
Stuber,Fox,21399533,2019
Skyline,Universal,21393620,2010
Mars Needs Moms,Disney,21392758,2011
Cold Creek Manor,Disney,21386011,2003
Raising Cain,Universal,21370057,1992
Intersection,Paramount,21355893,1994
As Above/So Below,Universal,21321100,2014
Dream House,Universal,21302340,2011
High School High,Sony,21302121,1996
Conan the Barbarian (2011),Lionsgate,21295021,2011
To Die For,Sony,21284514,1995
Shaft (2019) ,WB,21280670,2019
Coneheads,Paramount,21274717,1993
Chain Reaction,Fox,21226204,1996
Mechanic: Resurrection,Lionsgate,21218403,2016
Torque,WB,21215059,2004
Straight Talk,Disney,21202099,1992
ATL,WB,21170563,2006
The Next Three Days,Lionsgate,21148651,2010
Kuffs,Universal,21142815,1992
Demon Knight,Universal,21089146,1995
Antwone Fisher,Fox,21078145,2002
Multiplicity,Sony,21075014,1996
Aloha,Sony,21067116,2015
Flight of the Phoenix,Fox,21009180,2004
Iron Will,Disney,21006361,1994
Fantastic Mr. Fox,Fox,21002919,2009
Flicka,Fox,21000147,2006
Looney Tunes: Back in Action,WB,20991364,2003
Reality Bites,Universal,20982557,1994
The X-Files: I Want to Believe,Fox,20982478,2008
Shorts,WB,20919166,2009
Super Mario Bros.,Disney,20915465,1993
Mr. Baseball,Universal,20883046,1992
Proud Mary,Screen Gems,20877013,2018
Fear,Universal,20831000,1996
The Hills Have Eyes 2,Fox,20804166,2007
Say Anything,Fox,20781385,1989
Blair Witch,Lionsgate,20777061,2016
Diary of a Wimpy Kid: The Long Haul,Fox,20738724,2017
Hamlet (1990),WB,20710451,1990
George A. Romero's Land of the Dead,Universal,20700082,2005
Little Black Book,Sony,20698668,2004
Keanu,WB,20591853,2016
The Invisible,Disney,20578909,2007
Superfly,Sony,20545116,2018
Gamer,Lionsgate,20534907,2009
The In-Laws,WB,20453431,2003
Valentine,WB,20384136,2001
The Three Musketeers (2011),Summit,20374484,2011
The Glimmer Man,WB,20351264,1996
Sudden Death,Universal,20350171,1995
Reno 911!: Miami,Fox,20342161,2007
City Hall,Sony,20340204,1996
The Presidio,Paramount,20324096,1988
John Carpenter's Vampires,Sony,20308772,1998
Jetsons: The Movie,Universal,20305841,1990
Down with Love,Fox,20305251,2003
The People Vs. Larry Flynt,Sony,20300385,1996
The Cowboy Way,Universal,20280016,1994
Premium Rush,Sony,20275446,2012
Our Family Wedding,Fox,20255281,2010
Mobsters,Universal,20246790,1991
Stella,Disney,20240128,1990
Country Strong,Screen Gems,20218921,2010
Appaloosa,WB,20211394,2008
Another Stakeout,Disney,20208496,1993
Big Miracle,Universal,20157300,2012
Juice,Paramount,20146880,1992
Flipper,Universal,20080020,1996
Booty Call,Sony,20050376,1997
An Innocent Man,Disney,20047604,1989
The Fly II,Fox,20021322,1989
With Honors,WB,20016254,1994
Middle School: The Worst Years of My Life,Lionsgate,20007149,2016
Prelude to a Kiss,Fox,20006730,1992
Taking Care of Business,Disney,20005435,1990
The Life of David Gale,Universal,19955598,2003
Mafia!,Disney,19889299,1998
Yu-Gi-Oh! The Movie,WB,19887556,2004
Fire in the Sky,Paramount,19885552,1993
Hard Rain,Paramount,19870567,1998
The Spirit,Lionsgate,19806188,2008
Summer Catch,WB,19753553,2001
Vampire in Brooklyn,Paramount,19751736,1995
Gone Fishin',Disney,19745922,1997
Betsy's Wedding,Disney,19740070,1990
The Pledge,WB,19733089,2001
Color of Night,Disney,19726050,1994
Broken City,Fox,19701164,2013
Man of the House,Sony,19699706,2005
Skin Deep,Fox,19674852,1989
Reign Over Me,Sony,19661987,2007
Tucker: The Man and His Dream,Paramount,19652638,1988
The Serpent and the Rainbow,Universal,19595031,1988
Astro Boy,Summit,19551067,2009
Police Academy 5: Assignment: Miami Beach,WB,19510371,1988
The Professional,Sony,19501238,1994
Timeline,Paramount,19481943,2003
Valiant,Disney,19478106,2005
It Takes Two,WB,19474589,1995
Beautiful Creatures (2013),WB,19452138,2013
Doug's First Movie,Disney,19440089,1999
Oceans,Disney,19422319,2010
Saving Silverman,Sony,19402030,2001
The Producers,Universal,19398532,2005
Wonder Boys,Paramount,19393557,2000
Shaun the Sheep Movie,Lionsgate,19375982,2015
Vacancy,Screen Gems,19363565,2007
Runner Runner,Fox,19316646,2013
Little Giants,WB,19306362,1994
Summer of Sam,Disney,19288130,1999
My Best Friend's Girl,Lionsgate,19219250,2008
The Replacement Killers,Sony,19204929,1998
The Secret World of Arrietty,Disney,19202743,2012
Beerfest,WB,19185184,2006
Martin Lawrence Live: Runteldat,Paramount,19184820,2002
Two Brothers,Universal,19176754,2004
Friday the 13th Part VII,Paramount,19170001,1988
Jonas Brothers: The 3D Concert Experience,Disney,19162740,2009
Tuck Everlasting,Disney,19161999,2002
Mother (1996),Paramount,19145198,1996
Blaze,Disney,19131246,1989
Georgia Rule,Universal,19103072,2007
Johnny Mnemonic,Sony,19075720,1995
"I, Frankenstein",Lionsgate,19075290,2014
Waitress,Fox,19074800,2007
Remember Me,Summit,19068240,2010
The Impossible,Lionsgate,19019882,2012
Kazaam,Disney,18937262,1996
Cocoon: The Return,Fox,18924919,1988
The Odd Couple II,Paramount,18912328,1998
Above the Law,WB,18869631,1988
The Legend of Hercules,Lionsgate,18848538,2014
Akeelah and the Bee,Lionsgate,18848430,2006
The Marine,Fox,18844784,2006
Into the Blue,Sony,18801234,2005
The Choice,Lionsgate,18730891,2016
Best in Show,WB,18715392,2000
Her Alibi,WB,18699037,1989
Anywhere But Here,Fox,18670401,1999
The Quick and the Dead,Sony,18636537,1995
Paradise (1991),Disney,18634643,1991
The Fan,Sony,18626419,1996
Frost/Nixon,Universal,18622031,2008
Man on a Ledge,Lionsgate,18620000,2012
CHiPs,WB,18600152,2017
Aquamarine,Fox,18597342,2006
Ultraviolet,Screen Gems,18535812,2006
You're Next,Lionsgate,18494006,2013
Super Troopers,Fox,18492362,2002
Singles,WB,18471850,1992
The Invention of Lying,WB,18451251,2009
A Thousand Words,Paramount,18450127,2012
The Fabulous Baker Boys,Fox,18428904,1989
Into the Wild,Paramount,18354356,2007
Only The Brave,Sony,18343983,2017
North Country,WB,18337722,2005
127 Hours,Fox,18335230,2010
Babe: Pig in the City,Universal,18319860,1998
Walk Hard: The Dewey Cox Story,Sony,18317151,2007
The Four Feathers,Paramount,18306166,2002
Fright Night (2011),Disney,18302607,2011
That Darn Cat,Disney,18301610,1997
Paranormal Activity: The Ghost Dimension,Paramount,18300124,2015
Love Affair,WB,18272894,1994
Simon Birch,Disney,18253415,1998
The Last Castle,DreamWorks,18244060,2001
Sugar Hill,Fox,18225518,1994
Next,Paramount,18211013,2007
The Glass House,Sony,18150259,2001
Milk Money,Paramount,18137661,1994
Chernobyl Diaries,WB,18119640,2012
Duck Tales: The Movie,Disney,18115724,1990
Pooh's Heffalump Movie,Disney,18098433,2005
Used People,Fox,17957265,1992
They Shall Not Grow Old,WB,17956913,2018
CB4,Universal,17953778,1993
Born Yesterday,Disney,17952857,1993
The Contender,DreamWorks,17872723,2000
For the Boys,Fox,17860280,1991
Drive Me Crazy,Fox,17845337,1999
Punch-Drunk Love,Sony,17844216,2002
Bad Times At The El Royale,Fox,17839115,2018
Going the Distance,WB,17804299,2010
mother!,Paramount,17800004,2017
A Mighty Wind,WB,17781006,2003
Bears,Disney,17780194,2014
Eurotrip,DreamWorks,17771387,2004
Steve Jobs,Universal,17766658,2015
The Perks of Being a Wallflower,Lionsgate,17742948,2012
The Big Green,Disney,17736619,1995
Heavyweights,Disney,17689177,1995
Nebraska,Paramount,17654912,2013
Frantic,WB,17637950,1988
Furry Vengeance,Summit,17630465,2010
The Postman,WB,17626234,1997
Hostel Part II,Lionsgate,17609452,2007
The Last King of Scotland,Fox,17606684,2006
Empire,Universal,17600423,2002
Enough Said,Fox,17550872,2013
The Babe,Universal,17530973,1992
Home for the Holidays,Paramount,17519169,1995
Notes on a Scandal,Fox,17510118,2006
Father Figures,WB,17501244,2017
White Palace,Universal,17487531,1990
Red Planet,WB,17480890,2000
Half Baked,Universal,17460020,1998
Wanderlust,Universal,17450535,2012
The Ruins,Paramount,17432844,2008
Addicted,Lionsgate,17390770,2014
Murder in the First,WB,17381942,1995
Roll Bounce,Fox,17380866,2005
Extreme Measures,Sony,17380126,1996
The Neverending Story II,WB,17373527,1991
Just My Luck,Fox,17326650,2006
The Phantom,Paramount,17323326,1996
Eight Legged Freaks,WB,17322606,2002
Miracle on 34th Street (1994),Fox,17320136,1994
Inkheart,WB,17303424,2009
Brightburn,Screen Gems,17300439,2019
Max Keeble's Big Move,Disney,17294293,2001
The Glass Castle,Lionsgate,17273059,2017
Small Time Crooks,DreamWorks,17266359,2000
Fired Up,Screen Gems,17231291,2009
Seventh Son,Universal,17223265,2015
88 Minutes,Sony,17213467,2008
Center Stage,Sony,17200925,2000
Safe (2012),Lionsgate,17142080,2012
Freejack,WB,17129026,1992
Annapolis,Disney,17127992,2006
Rushmore,Disney,17105219,1998
Diabolique (1996),WB,17100266,1996
Pet Sematary II,Paramount,17092453,1992
Win a Date with Tad Hamilton!,DreamWorks,17071962,2004
Norm of the North,Lionsgate,17062499,2016
Pokemon 3: The Movie,WB,17052128,2001
Ghosts of the Abyss (IMAX & 35mm),Disney,17040871,2003
The Guardian (1990),Universal,17037887,1990
The Hurt Locker,Summit,17017811,2009
Jury Duty,Sony,17014653,1995
Splice,WB,17010170,2010
Rock Star,WB,17008282,2001
Wimbledon,Universal,17001133,2004
The Country Bears,Disney,16990825,2002
The Counselor,Fox,16973715,2013
Go,Sony,16943454,1999
crazy/beautiful,Disney,16937988,2001
Serving Sara,Paramount,16930185,2002
The Thing (2011),Universal,16928670,2011
The War,Universal,16928556,1994
Flatliners (2017),Sony,16883115,2017
Baby's Day Out,Fox,16827402,1994
Andre,Paramount,16820893,1994
Dead Silence,Universal,16809076,2007
Rebound,Fox,16809014,2005
Bringing Out the Dead,Paramount,16797191,1999
The Kid Who Would be King,Fox,16790790,2019
The Frighteners,Universal,16759216,1996
New in Town,Lionsgate,16734283,2009
Catch That Kid,Fox,16703799,2004
Tremors,Universal,16667084,1990
Unaccompanied Minors,WB,16655224,2006
True Crime,WB,16649768,1999
Muppets from Space,Sony,16625807,1999
Buffy the Vampire Slayer,Fox,16624456,1992
Heart and Souls,Universal,16589540,1993
That Old Feeling,Universal,16574176,1997
Shocker,Universal,16554699,1989
The Perfect Man,Universal,16535005,2005
Terminal Velocity,Disney,16487349,1994
Monkey Kingdom,Disney,16432322,2015
Elizabeth: The Golden Age,Universal,16383509,2007
Defending Your Life,WB,16371128,1991
White Oleander,WB,16357770,2002
The Whole Ten Yards,WB,16328471,2004
Tales From the Darkside: The Movie,Paramount,16324573,1990
A Simple Plan ,Paramount,16316273,1998
Young Adult,Paramount,16311571,2011
Swing Vote,Disney,16289867,2008
Crossing Delancey,WB,16262415,1988
Fire Down Below,WB,16228448,1997
Jennifer's Body,Fox,16204793,2009
Mo' Better Blues,Universal,16153593,1990
Devil in a Blue Dress,Sony,16140822,1995
Imagine That,Paramount,16123323,2009
The Getaway (1994),Universal,16094974,1994
A Midsummer Night's Dream,Fox,16071990,1999
Kung Pow! Enter the Fist,Fox,16037962,2002
She's Having a Baby,Paramount,16031707,1988
Armored,Screen Gems,15988876,2009
Tyler Perry's The Single Moms Club,Lionsgate,15973881,2014
Marie Antoinette,Sony,15962471,2006
Mortal Engines,Universal,15951040,2018
Next of Kin,WB,15942628,1989
Dance with Me,Sony,15923122,1998
The Birth of a Nation,Fox,15861566,2016
Devil's Due,Fox,15821461,2014
The Kite Runner,Paramount,15800078,2007
Eddie the Eagle,Fox,15789389,2016
The Gospel,Screen Gems,15778152,2005
Hunter Killer,Lionsgate,15767460,2018
3000 Miles to Graceland,WB,15749959,2001
Ponyo,Disney,15743471,2009
Pride & Glory,WB,15740721,2008
Paparazzi,Fox,15714234,2004
The Bonfire of the Vanities,WB,15691192,1990
Larry the Cable Guy: Health Inspector,Lionsgate,15680099,2006
The Man with the Iron Fists,Universal,15634090,2012
Loser,Sony,15618626,2000
Happily N'Ever After,Lionsgate,15589393,2007
Half Past Dead,Sony,15567860,2002
Billy Bathgate,Disney,15565363,1991
Switch,WB,15545943,1991
The Ghost Writer,Summit,15541549,2010
In America,Fox,15539656,2003
Catch and Release,Sony,15539051,2007
A Perfect Getaway,Universal,15515460,2009
Mad Love,Disney,15453274,1995
Rocket Man,Disney,15448043,1997
Reversal of Fortune,WB,15445131,1990
A Kiss Before Dying,Universal,15429177,1991
African Cats,Disney,15428747,2011
Wrong Turn,Fox,15418790,2003
Mr. Destiny,Disney,15379253,1990
Spaced Invaders,Disney,15369573,1990
The Greatest Game Ever Played,Disney,15337393,2005
Bait,WB,15325127,2000
About Time,Universal,15322921,2013
Stephen King's Thinner,Paramount,15315484,1996
Alpha Dog,Universal,15309602,2007
Bangkok Dangerous,Lionsgate,15298133,2008
Quick Change,WB,15260154,1990
Bad Girls,Fox,15240435,1994
Pure Country,WB,15164458,1992
"The Goods: Live Hard, Sell Hard",Paramount,15122676,2009
Big Top Pee-Wee,Paramount,15122324,1988
Shipwrecked,Disney,15104156,1991
The Invasion,WB,15074191,2007
Dead Man on Campus,Paramount,15064946,1998
Twilight (1998),Paramount,15055091,1998
The Box,WB,15051977,2009
See No Evil,Lionsgate,15032800,2006
The Cave,Screen Gems,15007991,2005
Miss Bala,Sony,15006824,2019
The Next Best Thing,Paramount,14990582,2000
Solaris,Fox,14973382,2002
Get Carter,WB,14967182,2000
Child's Play 3,Universal,14960255,1991
Kiss of Death,Fox,14942422,1995
The Commitments,Fox,14919570,1991
Indian Summer,Disney,14904910,1993
Keeping Up with the Joneses,Fox,14904426,2016
Step Up All In,Lionsgate,14904384,2014
Election,Paramount,14902041,1999
Once Around,Universal,14851083,1991
The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14841338,2018
The Possession of Hannah Grace,Screen Gems,14837422,2018
All I Want for Christmas,Paramount,14812144,1991
I Love You Beth Cooper,Fox,14800725,2009
Ladybugs,Paramount,14796494,1992
The 6th Man,Disney,14772788,1997
Fire Birds,Disney,14760451,1990
My Soul to Take,Universal,14744435,2010
Tristan and Isolde,Fox,14734633,2006
School Ties,Paramount,14715067,1992
Criminal (2016),Lionsgate,14708696,2016
Arthur 2: On the Rocks,WB,14681192,1988
Soldier,WB,14594226,1998
The Girl Next Door,Fox,14589444,2004
Flight of the Intruder,Paramount,14587732,1991
The Chamber,Universal,14551359,1996
To the Arctic (IMAX),WB,14551252,2012
The Vanishing,Fox,14543394,1993
Everyone's Hero,Fox,14523101,2006
Excess Baggage,Sony,14515490,1997
Maximum Risk,Sony,14502483,1996
Welcome to Mooseport,Fox,14470947,2004
"Life, or Something Like It",Fox,14448589,2002
America (2014),Lionsgate,14444502,2014
American Ultra,Lionsgate,14440985,2015
Snow Falling on Cedars,Universal,14417593,1999
Memoirs of an Invisible Man,WB,14358033,1992
Rapid Fire,Fox,14356479,1992
Friday the 13th Part VIII,Paramount,14343976,1989
Ballistic: Ecks vs. Sever,WB,14307963,2002
The Wizard,Universal,14278900,1989
The Messenger: The Story of Joan of Arc,Sony,14276317,1999
Josie and the Pussycats,Universal,14271015,2001
Freddy Got Fingered,Fox,14254993,2001
Amelia,Fox,14245415,2009
Alex and Emma,WB,14218698,2003
Disaster Movie,Lionsgate,14190901,2008
Ernest Scared Stupid,Disney,14143280,1991
The Emperor's Club,Universal,14118751,2002
Cool World,Paramount,14110589,1992
Les Miserables (1998),Sony,14096321,1998
New York Minute,WB,14071441,2004
The Perfect Weapon,Paramount,14061361,1991
Fairy Tale: A True Story,Paramount,14059077,1997
Blues Brothers 2000,Universal,14051384,1998
Stealing Harvard,Sony,14036406,2002
Virus,Universal,14036005,1999
The Good Girl,Fox,14018296,2002
What's Your Number?,Fox,14011084,2011
Stand and Deliver,WB,13994920,1988
Jackie,Fox,13960394,2016
Hot Rod,Paramount,13938332,2007
Firehouse Dog,Fox,13932383,2007
Out Cold,Disney,13906394,2001
The Deep End of the Ocean,Sony,13898649,1999
Born in China,Disney,13873211,2017
Cirque du Freak: The Vampire's Assistant,Universal,13869515,2009
The Duchess,Paramount,13848978,2008
The Milagro Beanfield War,Universal,13825794,1988
Fly Me to the Moon,Summit,13816982,2008
Desperate Measures,Sony,13806137,1998
Repo Men,Universal,13794835,2010
Letters from Iwo Jima,WB,13756082,2006
The Tailor of Panama,Sony,13729742,2001
Hey Arnold! The Movie,Paramount,13728902,2002
The Man Who Knew Too Little,WB,13717039,1997
Return to Snowy River,Disney,13687027,1988
Crank: High Voltage,Lionsgate,13684249,2009
Nixon,Disney,13681765,1995
Juwanna Mann,WB,13670733,2002
The Pagemaster,Fox,13670688,1994
Warrior,Lionsgate,13657115,2011
Crooklyn,Universal,13642861,1994
The Ladies Man,Paramount,13616610,2000
The Crush,WB,13609396,1993
Osmosis Jones,WB,13596911,2001
Hush,Sony,13583690,1998
The Namesake,Fox,13569248,2007
Envy,DreamWorks,13562325,2004
Tomcats,Sony,13558739,2001
Dredd,Lionsgate,13414714,2012
A Kid in King Arthur's Court,Disney,13406717,1995
Alfie,Paramount,13399812,2004
Labor Day,Paramount,13371528,2014
Ghost Town,Paramount,13367624,2008
The Comebacks,Fox,13349927,2007
American Outlaws,WB,13342790,2001
Ghosts of Mississippi,Sony,13323144,1996
The Tree of Life,Fox,13303319,2011
Class Act,WB,13272113,1992
Case 39,Paramount,13261851,2010
fear dot com,WB,13258249,2002
Trespass,Universal,13249535,1992
Crazy People,Paramount,13236513,1990
Daddy Day Camp,Sony,13235267,2007
Greedy,Universal,13137484,1994
Rosewood,WB,13130349,1997
American Me,Universal,13086430,1992
25th Hour,Disney,13084595,2002
Clockers,Universal,13071518,1995
Whip It,Fox,13043363,2009
Angela's Ashes,Paramount,13042112,1999
House of Sand and Fog,DreamWorks,13040288,2003
The Crew,Disney,13023075,2000
Religulous,Lionsgate,13011160,2008
They Live,Universal,13008928,1988
The Pirates Who Don't Do Anything,Universal,12981269,2008
Black Dog,Universal,12951088,1998
A Far Off Place,Disney,12890752,1993
Gods and Generals,WB,12882934,2003
The Associate,Disney,12844057,1996
The Honeymooners,Paramount,12843849,2005
Mr. Wrong,Disney,12825141,1996
Beasts of the Southern Wild,Fox,12795746,2012
I Heart Huckabees,Fox,12785432,2004
The Evening Star,Paramount,12767815,1996
D.O.A.,Disney,12706478,1988
The Darkest Minds,Fox,12695691,2018
The Spitfire Grill,Sony,12658486,1996
Battle of the Sexes,Fox,12638526,2017
Everybody's All-American,WB,12638294,1988
Winter's Tale,WB,12600231,2014
Idlewild,Universal,12571185,2006
I Think I Love My Wife,Fox,12550605,2007
The Light Between Oceans,Disney,12545979,2016
Gattaca,Sony,12532777,1997
Judgment Night,Universal,12526677,1993
Freedomland,Sony,12512886,2006
Cirque Du Soleil: Worlds Away,Paramount,12512862,2012
The Weather Man,Paramount,12482775,2005
Why Do Fools Fall in Love?,WB,12461773,1998
The Marrying Man,Disney,12454768,1991
Life with Mikey,Disney,12440858,1993
People Like Us,Disney,12434778,2012
