,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid,ns,sn,sg
27160,1988,7,9,1988-07-09,16:32:00,KS,0,0,0,39.57,-97.98,0.0,0.0,0.5,20,1,1,1
27163,1988,7,12,1988-07-12,14:30:00,AR,0,0,0,34.17,-91.8,34.22,-91.73,5.0,100,1,1,1
27164,1988,7,12,1988-07-12,15:40:00,KS,0,0,0,39.35,-101.87,0.0,0.0,0.2,20,1,1,1
27175,1988,7,15,1988-07-15,15:14:00,IA,2,42,0,41.27,-95.87,0.0,0.0,2.3,100,1,1,1
27176,1988,7,15,1988-07-15,15:16:00,IA,3,34,0,41.27,-95.87,0.0,0.0,2.8,73,1,1,1
27177,1988,7,15,1988-07-15,15:19:00,IA,1,12,0,41.23,-95.92,41.27,-95.87,3.0,73,1,1,1
27179,1988,7,15,1988-07-15,18:20:00,IA,0,0,0,41.68,-94.77,0.0,0.0,0.3,13,1,1,1
27180,1988,7,15,1988-07-15,18:40:00,KS,0,0,0,39.1,-97.17,0.0,0.0,0.5,20,1,1,1
27181,1988,7,15,1988-07-15,18:45:00,IA,1,0,0,41.25,-94.68,0.0,0.0,0.8,33,1,1,1
27182,1988,7,15,1988-07-15,19:00:00,KS,0,0,0,39.38,-96.97,0.0,0.0,0.5,20,1,1,1
27195,1988,7,18,1988-07-18,13:05:00,KY,1,0,0,37.83,-86.12,0.0,0.0,0.2,100,1,1,1
27199,1988,7,20,1988-07-20,15:30:00,KY,0,0,0,38.67,-85.13,0.0,0.0,0.1,30,1,1,1
27210,1988,7,24,1988-07-24,18:28:00,TX,0,0,0,34.28,-102.73,0.0,0.0,2.0,60,1,1,1
27211,1988,7,24,1988-07-24,18:30:00,TX,1,0,0,34.32,-102.62,0.0,0.0,2.0,100,1,1,1
27212,1988,7,24,1988-07-24,18:45:00,TX,0,0,0,34.3,-102.4,0.0,0.0,0.1,30,1,1,1
27220,1988,7,26,1988-07-26,17:14:00,TX,0,0,0,33.45,-101.98,0.0,0.0,0.5,40,1,1,1
27242,1988,8,8,1988-08-08,15:30:00,IA,0,0,0,41.87,-90.2,0.0,0.0,0.5,13,1,1,1
27248,1988,8,12,1988-08-12,12:50:00,TX,1,0,0,33.62,-96.23,0.0,0.0,0.2,10,1,1,1
27267,1988,8,17,1988-08-17,15:53:00,TX,0,0,0,35.3,-101.38,0.0,0.0,0.1,30,1,1,1
27273,1988,8,22,1988-08-22,02:40:00,IA,1,0,0,42.5,-94.18,0.0,0.0,0.5,20,1,1,1
27274,1988,8,22,1988-08-22,03:00:00,IA,0,0,0,40.98,-95.52,0.0,0.0,0.5,20,1,1,1
27275,1988,8,22,1988-08-22,13:30:00,IA,1,0,0,41.12,-94.83,41.15,-94.75,4.2,50,1,1,1
27296,1988,9,14,1988-09-14,21:00:00,TX,2,0,0,35.2,-101.82,0.0,0.0,0.7,173,1,1,1
27297,1988,9,16,1988-09-16,08:45:00,TX,0,0,0,26.2,-98.18,0.0,0.0,0.3,50,1,1,1
27298,1988,9,16,1988-09-16,09:00:00,TX,0,0,0,26.18,-98.17,0.0,0.0,0.2,50,1,1,1
27299,1988,9,16,1988-09-16,09:45:00,TX,0,1,0,26.18,-98.17,0.0,0.0,0.5,50,1,1,1
27300,1988,9,16,1988-09-16,10:15:00,TX,0,0,0,26.17,-98.05,0.0,0.0,0.2,50,1,1,1
27301,1988,9,16,1988-09-16,10:18:00,TX,0,0,0,26.2,-98.23,0.0,0.0,0.2,50,1,1,1
27302,1988,9,16,1988-09-16,11:01:00,TX,0,0,0,26.3,-97.98,26.3,-97.93,3.0,50,1,1,1
27303,1988,9,16,1988-09-16,11:30:00,TX,0,0,0,26.3,-98.17,0.0,0.0,0.2,350,1,1,1
27304,1988,9,16,1988-09-16,12:05:00,AL,1,0,0,31.33,-85.72,31.4,-85.72,4.0,50,1,1,1
27305,1988,9,16,1988-09-16,12:30:00,AL,0,0,0,32.83,-85.75,0.0,0.0,0.5,10,1,1,1
27306,1988,9,16,1988-09-16,12:30:00,TX,0,0,0,25.92,-97.5,0.0,0.0,1.0,50,1,1,1
27308,1988,9,16,1988-09-16,13:00:00,TX,0,0,0,26.18,-97.7,0.0,0.0,0.2,50,1,1,1
27309,1988,9,16,1988-09-16,14:00:00,TX,1,0,0,26.18,-97.7,0.0,0.0,0.5,50,1,1,1
27310,1988,9,16,1988-09-16,15:10:00,AL,0,0,0,32.75,-85.65,0.0,0.0,0.3,23,1,1,1
27312,1988,9,16,1988-09-16,16:04:00,TX,0,0,0,28.75,-97.38,0.0,0.0,0.2,10,1,1,1
27313,1988,9,16,1988-09-16,16:30:00,TX,0,0,0,27.78,-97.42,0.0,0.0,0.2,10,1,1,1
27314,1988,9,16,1988-09-16,18:22:00,MS,0,0,0,30.42,-88.5,0.0,0.0,0.2,20,1,1,1
27315,1988,9,16,1988-09-16,18:40:00,MS,1,0,0,30.35,-89.38,0.0,0.0,0.5,23,1,1,1
27316,1988,9,16,1988-09-16,20:00:00,TX,1,0,0,27.7,-97.27,0.0,0.0,0.5,23,1,1,1
27317,1988,9,16,1988-09-16,21:00:00,TX,1,0,0,28.62,-97.8,0.0,0.0,0.8,23,1,1,1
27318,1988,9,17,1988-09-17,04:10:00,TX,0,0,0,28.88,-97.97,0.0,0.0,0.2,10,1,1,1
27319,1988,9,17,1988-09-17,04:45:00,TX,1,1,1,29.28,-98.43,29.33,-98.47,4.0,30,1,1,1
27320,1988,9,17,1988-09-17,05:49:00,TX,2,3,0,29.4,-98.63,29.48,-98.58,5.0,50,1,1,1
27321,1988,9,17,1988-09-17,06:30:00,TX,1,3,0,29.43,-98.52,29.5,-98.6,6.0,50,1,1,1
27322,1988,9,17,1988-09-17,06:44:00,TX,0,0,0,29.83,-96.93,0.0,0.0,0.2,10,1,1,1
27323,1988,9,17,1988-09-17,08:00:00,TX,0,0,0,29.9,-98.27,0.0,0.0,0.2,10,1,1,1
27324,1988,9,17,1988-09-17,08:40:00,TX,0,0,0,28.95,-98.53,0.0,0.0,0.2,10,1,1,1
27325,1988,9,17,1988-09-17,09:30:00,TX,0,0,0,29.73,-97.75,0.0,0.0,0.2,10,1,1,1
27326,1988,9,17,1988-09-17,09:50:00,TX,0,0,0,29.85,-100.68,0.0,0.0,0.2,10,1,1,1
27327,1988,9,17,1988-09-17,11:13:00,TX,0,0,0,29.05,-100.5,0.0,0.0,0.2,10,1,1,1
27328,1988,9,17,1988-09-17,11:43:00,TX,0,0,0,31.13,-99.45,0.0,0.0,0.2,10,1,1,1
27329,1988,9,17,1988-09-17,11:43:00,TX,1,0,0,31.4,-99.6,0.0,0.0,0.2,10,1,1,1
27330,1988,9,17,1988-09-17,12:45:00,TX,0,0,0,28.52,-99.9,0.0,0.0,0.2,10,1,1,1
27331,1988,9,17,1988-09-17,13:20:00,TX,0,0,0,29.93,-101.17,0.0,0.0,0.2,10,1,1,1
27332,1988,9,17,1988-09-17,13:56:00,TX,0,0,0,31.78,-99.77,31.83,-99.72,4.0,60,1,1,1
27333,1988,9,17,1988-09-17,14:15:00,TX,0,0,0,31.92,-97.68,0.0,0.0,0.2,10,1,1,1
27334,1988,9,17,1988-09-17,15:09:00,TX,0,0,0,31.22,-99.85,31.22,-99.78,3.5,80,1,1,1
27335,1988,9,17,1988-09-17,15:50:00,TX,0,0,0,31.22,-99.95,0.0,0.0,1.0,30,1,1,1
27336,1988,9,17,1988-09-17,15:50:00,TX,0,0,0,31.17,-99.85,0.0,0.0,0.5,30,1,1,1
27337,1988,9,17,1988-09-17,15:58:00,TX,0,0,0,31.57,-100.1,0.0,0.0,2.0,50,1,1,1
27338,1988,9,17,1988-09-17,16:10:00,TX,0,0,0,31.22,-99.98,0.0,0.0,1.0,40,1,1,1
27339,1988,9,17,1988-09-17,16:10:00,TX,0,0,0,31.22,-99.98,0.0,0.0,1.5,40,1,1,1
27340,1988,9,17,1988-09-17,16:45:00,TX,2,2,0,29.37,-100.9,29.5,-101.05,11.0,63,1,1,1
27341,1988,9,17,1988-09-17,17:25:00,TX,1,0,0,31.62,-99.95,31.63,-99.88,3.0,60,1,1,1
27342,1988,9,17,1988-09-17,17:39:00,TX,0,0,0,29.55,-101.02,0.0,0.0,0.2,10,1,1,1
27343,1988,9,17,1988-09-17,17:52:00,TX,0,0,0,29.7,-101.17,0.0,0.0,0.2,10,1,1,1
27344,1988,9,18,1988-09-18,04:00:00,OK,0,0,0,36.85,-94.78,0.0,0.0,2.5,33,1,1,1
27358,1988,9,23,1988-09-23,17:00:00,OK,1,0,0,35.17,-97.32,0.0,0.0,0.5,80,1,1,1
27359,1988,9,24,1988-09-24,20:05:00,MS,0,0,0,33.55,-90.8,0.0,0.0,0.5,50,1,1,1
27361,1988,9,29,1988-09-29,00:50:00,TX,1,0,0,32.33,-98.2,0.0,0.0,0.5,50,1,1,1
27362,1988,10,1,1988-10-01,15:25:00,TX,0,0,0,33.87,-97.82,0.0,0.0,0.2,10,1,1,1
27363,1988,10,1,1988-10-01,16:17:00,TX,0,0,0,32.28,-97.77,0.0,0.0,0.2,10,1,1,1
27364,1988,10,1,1988-10-01,18:10:00,TX,1,0,0,31.43,-97.52,0.0,0.0,0.2,10,1,1,1
27365,1988,10,1,1988-10-01,18:59:00,TX,1,0,0,31.22,-97.35,0.0,0.0,1.0,73,1,1,1
27368,1988,10,2,1988-10-02,18:30:00,MS,1,0,0,31.17,-90.7,0.0,0.0,1.0,60,1,1,1
27386,1988,11,4,1988-11-04,14:50:00,MS,3,0,0,34.53,-88.52,34.65,-88.25,12.0,150,1,1,1
27387,1988,11,4,1988-11-04,15:25:00,MS,1,0,0,34.5,-88.32,0.0,0.0,2.0,100,1,1,1
27388,1988,11,4,1988-11-04,15:35:00,MS,1,0,0,34.57,-88.23,34.53,-88.12,5.0,100,1,1,1
27389,1988,11,4,1988-11-04,15:40:00,TN,1,0,0,35.73,-88.68,35.8,-88.57,6.0,50,1,1,1
27390,1988,11,4,1988-11-04,15:40:00,MS,3,0,0,34.88,-88.22,34.93,-88.12,7.0,200,1,1,1
27391,1988,11,4,1988-11-04,15:45:00,TN,2,0,0,35.25,-87.83,35.42,-87.65,13.0,73,1,1,1
27392,1988,11,4,1988-11-04,16:20:00,AL,3,16,0,34.57,-88.08,34.73,-87.23,60.0,200,1,1,1
27393,1988,11,4,1988-11-04,16:30:00,AL,0,0,0,34.93,-87.83,0.0,0.0,0.3,200,1,1,1
27394,1988,11,4,1988-11-04,16:30:00,MS,1,0,0,32.62,-88.65,0.0,0.0,2.0,73,1,1,1
27395,1988,11,4,1988-11-04,16:35:00,MS,1,0,0,34.53,-88.47,0.0,0.0,2.0,70,1,1,1
27396,1988,11,4,1988-11-04,16:45:00,MS,1,0,0,32.57,-89.08,32.63,-88.98,4.0,100,1,1,1
27397,1988,11,4,1988-11-04,16:46:00,MS,1,0,0,33.98,-88.5,0.0,0.0,0.5,30,1,1,1
27398,1988,11,4,1988-11-04,19:05:00,AL,2,0,0,31.63,-88.32,31.53,-88.05,12.0,200,1,1,1
27399,1988,11,4,1988-11-04,19:10:00,MS,3,0,0,31.62,-88.6,31.62,-88.45,8.0,200,1,1,1
27400,1988,11,4,1988-11-04,19:15:00,MS,1,0,0,31.25,-90.47,0.0,0.0,0.3,50,1,1,1
27401,1988,11,4,1988-11-04,20:20:00,MS,1,0,0,31.17,-89.83,31.18,-89.77,4.0,40,1,1,1
27409,1988,11,9,1988-11-09,16:50:00,KS,1,0,0,37.37,-94.85,0.0,0.0,0.2,30,1,1,1
27410,1988,11,9,1988-11-09,16:53:00,KS,1,2,0,37.42,-94.7,37.45,-94.65,3.0,50,1,1,1
27411,1988,11,12,1988-11-12,04:30:00,OK,1,0,0,34.75,-95.08,0.0,0.0,0.3,123,1,1,1
27412,1988,11,12,1988-11-12,16:08:00,MS,1,0,0,32.45,-90.88,0.0,0.0,0.5,50,1,1,1
27413,1988,11,12,1988-11-12,16:20:00,MS,1,0,0,32.33,-90.63,32.33,-90.57,4.0,40,1,1,1
27414,1988,11,15,1988-11-15,08:40:00,OK,0,0,0,35.22,-99.87,0.0,0.0,0.1,23,1,1,1
27415,1988,11,15,1988-11-15,10:30:00,OK,1,0,0,36.1,-97.9,36.15,-97.83,3.0,50,1,1,1
27416,1988,11,15,1988-11-15,14:05:00,KS,1,0,0,37.45,-95.43,0.0,0.0,0.1,20,1,1,1
27417,1988,11,15,1988-11-15,14:06:00,KS,2,22,0,39.05,-95.68,39.12,-95.6,5.0,70,1,1,1
27418,1988,11,15,1988-11-15,14:15:00,KS,2,0,0,37.4,-95.43,37.48,-95.32,7.5,50,1,1,1
27419,1988,11,15,1988-11-15,14:30:00,KS,0,0,0,39.33,-95.52,0.0,0.0,0.1,20,1,1,1
27420,1988,11,15,1988-11-15,14:45:00,KS,0,0,0,39.52,-95.4,0.0,0.0,0.1,20,1,1,1
27421,1988,11,15,1988-11-15,14:55:00,KS,1,0,0,39.63,-95.35,0.0,0.0,0.5,40,1,1,1
27422,1988,11,15,1988-11-15,15:30:00,OK,0,0,0,35.15,-94.97,0.0,0.0,0.5,50,1,1,1
27425,1988,11,15,1988-11-15,16:09:00,IA,0,0,0,40.73,-93.12,40.73,-93.07,0.2,10,1,1,1
27426,1988,11,15,1988-11-15,16:29:00,IA,2,4,0,40.9,-93.03,40.95,-92.97,4.0,60,1,1,1
27431,1988,11,15,1988-11-15,17:14:00,TX,1,0,0,32.92,-95.9,0.0,0.0,0.2,10,1,1,1
27432,1988,11,15,1988-11-15,17:19:00,TX,1,0,0,32.97,-95.8,0.0,0.0,0.2,10,1,1,1
27436,1988,11,15,1988-11-15,18:25:00,IA,1,0,0,41.35,-92.18,41.57,-92.0,19.0,50,1,1,1
27437,1988,11,15,1988-11-15,18:28:00,AR,2,9,0,35.43,-93.42,35.67,-93.17,16.0,150,1,1,1
27438,1988,11,15,1988-11-15,18:50:00,IA,0,0,0,41.18,-92.05,0.0,0.0,0.5,20,1,1,1
27439,1988,11,15,1988-11-15,18:50:00,IA,1,0,0,42.73,-92.48,0.0,0.0,1.0,20,1,1,1
27440,1988,11,15,1988-11-15,19:08:00,IA,2,0,0,41.07,-92.33,41.13,-92.25,6.0,63,1,1,1
27441,1988,11,15,1988-11-15,19:20:00,AR,1,0,0,35.15,-92.85,35.25,-92.7,9.0,100,1,1,1
27443,1988,11,15,1988-11-15,19:41:00,AR,3,10,1,35.27,-92.6,35.52,-92.23,29.0,400,1,1,1
27444,1988,11,15,1988-11-15,19:45:00,AR,2,4,0,35.75,-92.35,35.92,-92.17,13.0,400,1,1,1
27445,1988,11,15,1988-11-15,20:00:00,AR,2,4,0,34.17,-93.38,34.45,-93.02,27.0,400,1,1,1
27448,1988,11,15,1988-11-15,20:30:00,AR,1,1,0,36.13,-91.85,36.25,-91.7,10.0,300,1,1,1
27450,1988,11,15,1988-11-15,21:05:00,IA,2,0,0,42.48,-91.47,42.6,-91.38,11.0,63,1,1,1
27452,1988,11,15,1988-11-15,21:22:00,IA,0,0,0,42.9,-91.23,0.0,0.0,0.2,20,1,1,1
27454,1988,11,15,1988-11-15,21:36:00,AR,2,60,5,34.5,-92.35,34.98,-91.73,49.0,250,1,1,1
27459,1988,11,19,1988-11-19,08:10:00,MS,1,0,0,31.03,-90.67,0.0,0.0,2.0,120,1,1,1
27460,1988,11,19,1988-11-19,11:48:00,MS,1,0,0,31.83,-89.77,0.0,0.0,2.0,43,1,1,1
27461,1988,11,19,1988-11-19,12:50:00,TX,1,0,0,32.25,-95.05,0.0,0.0,0.2,10,1,1,1
27462,1988,11,19,1988-11-19,13:28:00,TX,1,0,0,32.8,-94.67,0.0,0.0,0.2,10,1,1,1
27463,1988,11,19,1988-11-19,13:40:00,TX,1,0,0,32.97,-94.55,0.0,0.0,0.2,10,1,1,1
27464,1988,11,19,1988-11-19,13:51:00,TX,1,0,0,31.35,-94.82,0.0,0.0,0.2,10,1,1,1
27465,1988,11,19,1988-11-19,13:55:00,MS,1,0,0,32.53,-89.23,0.0,0.0,2.5,123,1,1,1
27468,1988,11,19,1988-11-19,18:00:00,MS,1,0,0,33.67,-90.83,0.0,0.0,0.3,40,1,1,1
27469,1988,11,19,1988-11-19,18:10:00,MS,1,0,0,33.88,-90.73,0.0,0.0,0.4,50,1,1,1
27470,1988,11,19,1988-11-19,18:25:00,MS,3,3,0,33.9,-90.53,33.97,-90.5,4.0,100,1,1,1
27471,1988,11,19,1988-11-19,19:15:00,MS,1,0,0,34.32,-90.12,0.0,0.0,1.0,50,1,1,1
27472,1988,11,19,1988-11-19,19:45:00,MS,1,0,0,34.07,-90.58,34.1,-90.52,6.0,60,1,1,1
27473,1988,11,19,1988-11-19,19:45:00,MS,2,2,0,32.6,-89.77,32.67,-89.62,12.0,90,1,1,1
27474,1988,11,19,1988-11-19,19:50:00,MS,1,0,0,32.78,-90.98,0.0,0.0,1.5,50,1,1,1
27475,1988,11,19,1988-11-19,21:00:00,TN,2,1,0,35.42,-88.9,35.52,-88.73,12.0,90,1,1,1
27476,1988,11,19,1988-11-19,21:20:00,MS,2,0,0,33.43,-89.98,33.52,-89.92,7.0,120,1,1,1
27477,1988,11,19,1988-11-19,22:15:00,MS,3,11,2,34.12,-88.65,34.27,-88.63,12.5,120,1,1,1
27478,1988,11,19,1988-11-19,22:30:00,MS,1,0,0,34.1,-89.15,0.0,0.0,0.2,30,1,1,1
27479,1988,11,20,1988-11-20,00:53:00,AL,3,8,0,33.2,-87.57,0.0,0.0,0.5,400,1,1,1
27482,1988,11,25,1988-11-25,16:56:00,OK,1,0,0,34.3,-95.22,0.0,0.0,1.5,70,1,1,1
27483,1988,11,25,1988-11-25,19:15:00,TX,1,2,0,32.68,-95.82,32.7,-95.77,3.0,300,1,1,1
27484,1988,11,25,1988-11-25,22:20:00,TX,1,0,0,32.73,-94.93,0.0,0.0,0.3,50,1,1,1
27485,1988,11,25,1988-11-25,23:00:00,TX,1,0,0,33.2,-94.4,0.0,0.0,0.3,73,1,1,1
27486,1988,11,26,1988-11-26,05:50:00,TX,1,0,0,32.15,-94.35,0.0,0.0,0.2,10,1,1,1
27487,1988,11,26,1988-11-26,09:20:00,MS,1,0,0,33.67,-90.73,0.0,0.0,0.2,23,1,1,1
27488,1988,11,26,1988-11-26,09:28:00,MS,2,0,0,33.73,-90.57,0.0,0.0,2.0,40,1,1,1
27489,1988,11,26,1988-11-26,11:15:00,MS,1,0,0,34.28,-89.42,0.0,0.0,0.2,33,1,1,1
27491,1988,11,26,1988-11-26,12:00:00,MS,2,0,0,32.45,-90.82,32.5,-90.67,9.0,600,1,1,1
27492,1988,11,26,1988-11-26,12:20:00,MS,1,0,0,32.57,-90.6,32.58,-90.5,5.0,70,1,1,1
27493,1988,11,26,1988-11-26,13:40:00,MS,1,0,0,33.05,-89.35,0.0,0.0,2.5,63,1,1,1
27494,1988,11,26,1988-11-26,17:55:00,AL,0,0,0,33.98,-87.28,0.0,0.0,0.3,13,1,1,1
27505,1988,12,22,1988-12-22,21:45:00,MS,1,0,0,33.6,-90.82,0.0,0.0,0.8,40,1,1,1
27506,1988,12,22,1988-12-22,23:15:00,MS,1,0,0,33.87,-89.17,33.9,-89.1,5.0,60,1,1,1
27507,1988,12,22,1988-12-22,23:47:00,MS,1,0,0,33.82,-88.9,33.9,-88.77,5.0,40,1,1,1
27508,1988,12,22,1988-12-22,23:55:00,MS,1,0,0,33.92,-88.75,33.98,-88.6,11.0,50,1,1,1
27509,1988,12,24,1988-12-24,06:04:00,TN,4,7,1,35.92,-86.9,36.03,-86.78,6.0,150,1,1,1
27510,1988,12,27,1988-12-27,18:45:00,MS,1,0,0,34.62,-90.05,0.0,0.0,1.5,40,1,1,1
27511,1988,12,27,1988-12-27,20:21:00,MS,1,0,0,34.38,-90.02,0.0,0.0,1.0,30,1,1,1
27512,1988,12,27,1988-12-27,20:57:00,MS,2,0,0,33.73,-90.23,33.9,-90.1,18.0,73,1,1,1
27513,1988,12,27,1988-12-27,21:25:00,MS,1,0,0,33.93,-89.98,34.03,-89.95,7.0,70,1,1,1
27514,1988,12,27,1988-12-27,21:28:00,MS,1,0,0,33.97,-89.93,0.0,0.0,2.0,50,1,1,1
27515,1988,12,27,1988-12-27,21:55:00,MS,1,0,0,32.95,-90.82,32.97,-90.78,3.0,100,1,1,1
27516,1988,12,27,1988-12-27,22:00:00,MS,2,0,0,34.15,-89.63,34.17,-89.55,5.0,73,1,1,1
27517,1988,12,27,1988-12-27,22:25:00,MS,2,0,0,33.08,-90.62,33.17,-90.47,10.0,73,1,1,1
27518,1988,12,28,1988-12-28,00:30:00,MS,1,0,0,32.43,-90.05,0.0,0.0,0.3,30,1,1,1
27519,1988,12,28,1988-12-28,00:30:00,MS,1,0,0,33.18,-90.05,0.0,0.0,1.5,70,1,1,1
27520,1988,12,28,1988-12-28,01:00:00,MS,1,0,0,31.83,-90.32,31.87,-90.22,4.0,73,1,1,1
27521,1988,12,28,1988-12-28,02:00:00,MS,1,0,0,32.48,-89.48,32.52,-89.43,3.0,100,1,1,1
27529,1989,1,7,1989-01-07,22:00:00,MS,2,0,0,33.8,-88.68,33.8,-88.6,4.0,100,1,1,1
27530,1989,1,7,1989-01-07,22:05:00,MS,1,0,0,33.98,-88.23,0.0,0.0,2.0,60,1,1,1
27533,1989,1,25,1989-01-25,13:00:00,TX,1,3,0,31.2,-97.3,0.0,0.0,0.5,73,1,1,1
27534,1989,1,29,1989-01-29,13:53:00,TX,0,0,0,28.87,-95.43,0.0,0.0,0.2,10,1,1,1
27535,1989,1,29,1989-01-29,14:20:00,TX,0,0,0,28.95,-95.35,0.0,0.0,0.2,10,1,1,1
27540,1989,2,20,1989-02-20,20:15:00,MS,1,0,0,32.2,-90.4,32.25,-90.27,7.0,100,1,1,1
27541,1989,2,20,1989-02-20,20:18:00,MS,1,0,0,32.23,-90.38,32.28,-90.22,9.5,120,1,1,1
27542,1989,2,20,1989-02-20,21:30:00,AL,2,0,0,33.95,-88.13,34.05,-88.05,9.0,440,1,1,1
27543,1989,2,20,1989-02-20,22:00:00,AL,2,0,0,34.03,-87.98,34.13,-87.82,10.0,440,1,1,1
27544,1989,2,20,1989-02-20,22:00:00,MS,2,0,0,33.78,-88.55,0.0,0.0,2.5,100,1,1,1
27545,1989,2,20,1989-02-20,23:00:00,AL,2,0,0,34.25,-87.6,34.3,-87.53,5.0,200,1,1,1
27546,1989,2,20,1989-02-20,23:02:00,MS,1,0,0,31.87,-89.33,31.87,-89.17,8.0,80,1,1,1
27547,1989,2,20,1989-02-20,23:25:00,MS,1,0,0,31.87,-89.03,31.85,-88.97,5.0,60,1,1,1
27557,1989,3,4,1989-03-04,19:05:00,MS,1,0,0,32.45,-90.33,32.53,-90.25,11.0,70,1,1,1
27558,1989,3,4,1989-03-04,19:15:00,MS,3,5,0,32.38,-90.37,32.45,-90.27,11.0,350,1,1,1
27559,1989,3,4,1989-03-04,19:35:00,MS,1,0,0,32.43,-90.18,32.5,-90.17,5.0,60,1,1,1
27560,1989,3,5,1989-03-05,05:10:00,MS,1,0,0,33.7,-88.45,0.0,0.0,1.0,60,1,1,1
27561,1989,3,5,1989-03-05,09:20:00,MS,1,0,0,31.9,-89.3,0.0,0.0,0.7,40,1,1,1
27562,1989,3,5,1989-03-05,13:00:00,AL,0,0,0,33.68,-86.87,0.0,0.0,0.3,20,1,1,1
27564,1989,3,5,1989-03-05,17:35:00,AL,2,2,0,33.27,-86.37,33.43,-86.1,20.0,100,1,1,1
27565,1989,3,5,1989-03-05,19:30:00,AL,1,0,0,31.63,-85.82,31.65,-85.75,5.0,200,1,1,1
27566,1989,3,5,1989-03-05,19:40:00,AL,2,6,1,32.9,-85.52,33.47,-84.83,45.5,167,2,0,1
27578,1989,3,27,1989-03-27,13:18:00,OK,1,0,0,34.88,-99.58,35.05,-99.72,12.0,10,1,1,1
27579,1989,3,27,1989-03-27,14:12:00,OK,0,0,0,35.3,-99.42,0.0,0.0,0.2,10,1,1,1
27580,1989,3,27,1989-03-27,14:12:00,TX,0,0,0,34.07,-101.37,0.0,0.0,1.0,60,1,1,1
27581,1989,3,28,1989-03-28,14:15:00,TX,0,0,0,31.15,-95.45,0.0,0.0,0.2,10,1,1,1
27582,1989,3,28,1989-03-28,17:16:00,AR,0,0,0,34.0,-91.85,0.0,0.0,0.2,100,1,1,1
27583,1989,3,28,1989-03-28,19:05:00,TX,0,0,0,32.38,-99.0,0.0,0.0,0.2,10,1,1,1
27584,1989,3,28,1989-03-28,19:15:00,TX,0,0,0,32.75,-98.98,0.0,0.0,0.2,10,1,1,1
27585,1989,3,28,1989-03-28,21:14:00,TX,0,0,0,33.83,-98.95,0.0,0.0,0.2,10,1,1,1
27587,1989,3,29,1989-03-29,11:35:00,MS,1,0,0,33.3,-88.55,33.3,-88.5,3.0,50,1,1,1
27588,1989,3,29,1989-03-29,11:50:00,MS,1,0,0,33.13,-88.37,0.0,0.0,1.5,70,1,1,1
27589,1989,3,29,1989-03-29,16:25:00,KY,2,0,0,37.5,-86.22,37.57,-86.13,7.0,50,1,1,1
27594,1989,3,30,1989-03-30,17:22:00,AR,1,0,0,34.97,-91.6,34.98,-91.47,7.0,100,1,1,1
27597,1989,4,2,1989-04-02,18:10:00,KY,0,0,0,37.53,-84.6,0.0,0.0,0.1,20,1,1,1
27609,1989,4,3,1989-04-03,19:00:00,KY,0,0,0,37.13,-89.08,0.0,0.0,0.2,50,1,1,1
27610,1989,4,3,1989-04-03,19:20:00,AR,0,0,0,34.65,-93.52,0.0,0.0,0.2,50,1,1,1
27611,1989,4,3,1989-04-03,19:30:00,AR,1,0,0,35.45,-91.3,35.53,-91.1,12.0,100,1,1,1
27612,1989,4,3,1989-04-03,20:00:00,KY,2,1,0,37.4,-87.77,37.38,-87.67,10.0,100,1,1,1
27613,1989,4,3,1989-04-03,20:09:00,KY,0,0,0,38.07,-85.73,0.0,0.0,0.2,40,1,1,1
27614,1989,4,3,1989-04-03,20:30:00,KY,2,0,0,37.37,-87.22,37.37,-87.13,3.5,100,1,1,1
27615,1989,4,3,1989-04-03,20:46:00,AR,1,0,0,35.57,-90.05,35.62,-90.0,4.0,100,1,1,1
27616,1989,4,3,1989-04-03,21:58:00,TX,1,0,0,32.72,-95.8,0.0,0.0,2.0,50,1,1,1
27617,1989,4,3,1989-04-03,22:15:00,KY,0,0,0,38.03,-85.37,0.0,0.0,0.5,40,1,1,1
27618,1989,4,4,1989-04-04,06:45:00,MS,1,0,0,33.38,-90.48,0.0,0.0,0.5,50,1,1,1
27619,1989,4,4,1989-04-04,06:55:00,MS,1,0,0,33.45,-90.22,0.0,0.0,1.0,70,1,1,1
27620,1989,4,4,1989-04-04,07:45:00,MS,0,0,0,33.17,-90.93,0.0,0.0,0.3,50,1,1,1
27636,1989,4,4,1989-04-04,20:29:00,AL,0,0,0,30.7,-88.08,0.0,0.0,0.3,23,1,1,1
27639,1989,4,22,1989-04-22,09:30:00,IA,0,0,0,42.87,-94.33,0.0,0.0,0.2,33,1,1,1
27640,1989,4,22,1989-04-22,10:20:00,IA,0,0,0,42.27,-94.1,0.0,0.0,0.2,30,1,1,1
27642,1989,4,23,1989-04-23,17:05:00,KS,0,0,0,39.88,-99.7,0.0,0.0,0.1,23,1,1,1
27644,1989,4,23,1989-04-23,17:12:00,KS,0,0,0,39.98,-99.58,0.0,0.0,0.1,23,1,1,1
27645,1989,4,23,1989-04-23,17:18:00,KS,0,0,0,39.95,-99.55,0.0,0.0,0.1,23,1,1,1
27648,1989,4,23,1989-04-23,17:35:00,KS,1,0,0,39.75,-99.62,0.0,0.0,0.1,50,1,1,1
27649,1989,4,23,1989-04-23,17:38:00,KS,0,0,0,39.87,-99.57,0.0,0.0,0.1,23,1,1,1
